,Id,PID,Lot Frontage,Lot Area,Street,Overall Qual,Overall Cond,Home Age,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Age,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Misc Val,Mo Sold,Yr Sold,SalePrice,Neighborhood Quality,Above Ground SF,Baths,Finished Basement,Finished Bsmt YN,Outdoor SF,Total Quality,Total Quality * Above Ground SF,Home Age^2,2nd Flr SF^2,Foundation_PConc,Neighborhood_NridgHt,Garage Finish_Unf,Garage Finish_Fin,Mas Vnr Type_None,Bsmt Exposure_Gd,Garage Type_Detchd,MS SubClass_60,Foundation_CBlock,Garage Type_Attchd,Sale Type_New,Exterior 1st_VinylSd,Exterior 2nd_VinylSd,Mas Vnr Type_Stone,Lot Shape_Reg,Bsmt Exposure_No,Paved Drive_Y,MS Zoning_RM,Lot Shape_IR1,Roof Style_Hip,Paved Drive_N,Neighborhood_NoRidge,Mas Vnr Type_BrkFace,Neighborhood_StoneBr,Roof Style_Gable,Electrical_SBrkr
820,396,527404020,65.28437818138354,7830,1,5,5,40,1970,0.0,3,3,3,3,1,0.0,1,0.0,1180.0,1180.0,3,1,1180,0,0,1180,0.0,0.0,1,1,2,1,3,6,0,0,49.0,2.0,477.0,3,3,0,45,0,0,0,0,0,0,3,2009,128000,3,1180,1.55,0.0,0,45,14,16520,1600,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
821,2663,902328100,65.0,8850,1,7,6,94,1950,0.0,3,3,3,3,1,0.0,1,0.0,815.0,815.0,5,1,815,875,0,1690,0.0,0.0,1,0,3,1,3,7,1,4,103.0,1.0,225.0,3,3,0,0,330,0,0,0,0,0,7,2006,144000,1,1690,1.05,0.0,0,0,16,27040,8836,765625,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
822,50,528181050,41.0,7132,1,8,5,4,2006,178.0,4,3,4,3,6,24.0,1,0.0,1346.0,1370.0,5,1,1370,0,0,1370,0.0,0.0,2,0,2,1,4,6,1,4,13.0,2.0,484.0,3,3,120,49,0,0,0,0,0,0,4,2010,205000,7,1370,2.1,144.0,1,169,20,27400,16,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1
823,886,908102270,75.0,9937,1,5,7,46,1999,0.0,3,4,3,3,4,637.0,1,0.0,849.0,1486.0,5,1,1486,0,0,1486,1.0,0.0,1,0,3,1,3,7,0,0,51.0,2.0,480.0,3,3,0,0,0,0,0,0,0,0,3,2009,167000,2,1486,1.7000000000000002,2548.0,1,0,14,20804,2116,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
824,696,902103170,52.0,5720,1,5,6,69,1950,0.0,3,3,3,3,1,0.0,1,0.0,676.0,676.0,5,1,676,455,0,1131,0.0,0.0,1,1,3,1,3,5,0,0,78.0,1.0,200.0,3,3,26,0,0,0,0,0,0,0,8,2009,66500,1,1131,1.55,0.0,0,26,14,15834,4761,207025,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
825,2454,528366040,78.41773383835974,12585,1,8,5,17,1993,420.0,4,3,4,3,2,247.0,6,1039.0,0.0,1286.0,5,1,1565,1234,0,2799,1.0,0.0,2,1,3,1,4,8,1,3,26.0,3.0,704.0,3,3,432,136,0,0,0,0,0,0,10,2006,315000,7,2799,3.25,6728.0,1,568,20,55980,289,1522756,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1
826,2106,906380140,85.0,11103,1,7,5,4,2006,0.0,4,3,4,3,1,0.0,1,0.0,728.0,728.0,5,1,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,1,3,13.0,2.0,440.0,3,3,0,0,0,0,0,0,0,0,7,2007,155835,5,1456,2.6,0.0,0,0,19,27664,16,529984,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1
827,353,527146010,57.0,8013,1,8,5,15,1996,0.0,4,3,4,3,6,741.0,1,0.0,846.0,1587.0,5,1,1734,0,0,1734,1.0,0.0,2,0,2,1,4,6,0,0,24.0,2.0,528.0,3,3,52,50,0,0,0,0,0,0,9,2009,239500,7,1734,2.75,4446.0,1,102,20,34680,225,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1
828,441,528120170,77.0,10872,1,9,5,4,2006,122.0,4,3,5,4,6,1037.0,1,0.0,467.0,1504.0,5,1,1531,0,0,1531,1.0,0.0,2,0,2,1,5,6,1,4,13.0,3.0,700.0,3,3,184,52,0,0,0,0,0,0,2,2009,300000,7,1531,2.75,6222.0,1,236,23,35213,16,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1
829,2270,916455150,80.0,11305,1,8,5,8,2002,886.0,4,3,4,3,6,1329.0,1,0.0,593.0,1922.0,5,1,1922,0,0,1922,1.0,0.0,2,0,2,1,4,6,1,5,17.0,3.0,692.0,3,3,201,64,0,0,0,0,0,0,4,2007,282000,6,1922,2.75,7974.0,1,265,20,38440,64,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1
830,1924,535177020,70.0,9100,1,5,5,50,1960,69.0,3,3,3,3,1,0.0,1,0.0,1144.0,1144.0,3,1,1144,0,0,1144,0.0,0.0,1,0,3,1,3,6,1,4,59.0,1.0,336.0,3,3,0,0,0,0,0,0,0,0,6,2007,120000,3,1144,1.05,0.0,0,0,14,16016,2500,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
831,1402,905401045,73.0,39104,1,7,7,56,2005,0.0,3,3,4,3,2,226.0,6,1063.0,96.0,1385.0,5,1,1363,0,0,1363,1.0,0.0,1,0,2,1,3,5,2,3,65.0,2.0,439.0,3,3,81,0,0,0,0,0,0,0,4,2008,241500,6,1363,1.7000000000000002,6830.0,1,81,17,23171,3136,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
832,1070,528180110,58.0,10110,1,9,5,2,2008,492.0,5,3,4,3,6,372.0,1,0.0,1486.0,1858.0,5,1,1866,0,0,1866,1.0,0.0,2,0,2,1,5,7,1,4,11.0,3.0,870.0,3,3,0,48,0,0,0,0,0,0,11,2008,336860,7,1866,2.75,2232.0,1,48,23,42918,4,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1
833,2696,903456060,60.0,9786,1,3,4,88,1950,0.0,3,3,3,2,1,0.0,1,0.0,1007.0,1007.0,2,0,1077,0,0,1077,0.0,0.0,1,0,3,1,3,6,1,4,97.0,1.0,210.0,3,2,0,100,48,0,0,0,0,0,5,2006,91000,1,1077,1.05,0.0,0,100,12,12924,7744,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
834,1562,911370520,44.0,3811,1,7,5,6,2005,174.0,4,3,5,3,6,1474.0,1,0.0,120.0,1594.0,5,1,1646,0,0,1646,1.0,1.0,2,0,2,1,5,5,1,4,15.0,2.0,482.0,3,3,128,53,0,0,155,0,0,0,7,2008,250000,5,1646,2.95,8844.0,1,181,21,34566,36,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1
835,2426,528228545,43.0,3010,1,7,5,5,2006,16.0,4,3,4,3,6,16.0,1,0.0,1232.0,1248.0,5,1,1248,0,0,1248,0.0,0.0,2,0,2,1,4,5,0,0,14.0,2.0,438.0,3,3,108,0,0,0,0,0,0,0,3,2006,167240,5,1248,2.1,96.0,1,108,19,23712,25,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1
836,1162,533208140,37.0,3435,1,7,5,6,2005,0.0,4,3,4,3,6,24.0,1,0.0,1211.0,1235.0,5,1,1245,0,0,1245,0.0,0.0,2,0,1,1,4,5,0,0,15.0,2.0,495.0,3,3,0,100,0,0,0,0,0,0,6,2008,178000,6,1245,2.1,144.0,1,100,19,23655,36,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
837,1874,534178010,80.0,10800,1,6,5,47,1963,203.0,3,3,3,3,4,617.0,3,264.0,171.0,1052.0,3,1,1052,0,0,1052,1.0,0.0,1,0,3,1,3,6,0,0,56.0,1.0,311.0,3,3,0,133,0,0,0,0,0,0,2,2007,127000,5,1052,1.7000000000000002,3260.0,1,133,15,15780,2209,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
838,111,534129040,72.53741539594073,10456,1,6,6,43,1967,120.0,3,3,3,3,6,506.0,1,0.0,1323.0,1829.0,4,1,1829,0,0,1829,1.0,0.0,2,0,4,1,3,8,0,0,52.0,2.0,535.0,3,3,0,76,0,0,0,0,0,0,5,2010,218500,5,1829,2.75,3036.0,1,76,15,27435,1849,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1
839,1207,534277070,67.06587437460115,8475,1,4,7,54,1956,0.0,3,3,3,3,5,228.0,1,0.0,724.0,952.0,5,1,952,0,0,952,0.0,0.0,1,0,2,1,3,4,0,0,63.0,1.0,283.0,3,3,0,0,0,0,0,0,0,0,4,2008,135750,3,952,1.05,1140.0,1,0,13,12376,2916,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0
840,140,535152050,70.0,8197,1,7,5,7,2009,506.0,4,3,4,3,6,1188.0,1,0.0,292.0,1480.0,5,1,1480,0,0,1480,1.0,0.0,2,0,3,1,4,7,0,0,16.0,2.0,620.0,3,3,252,73,0,0,0,0,0,300,2,2010,214000,3,1480,2.75,7128.0,1,325,19,28120,49,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1
841,545,531382070,88.0,10994,1,8,5,5,2006,366.0,4,3,4,4,6,976.0,1,0.0,868.0,1844.0,5,1,1844,0,0,1844,1.0,0.0,2,0,2,1,4,7,1,4,14.0,2.0,620.0,3,3,165,44,0,0,0,0,0,0,9,2009,257000,4,1844,2.75,5856.0,1,209,20,36880,25,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1
842,1338,903228040,50.0,6000,1,6,7,73,2000,0.0,3,4,3,3,3,201.0,2,162.0,462.0,825.0,5,1,825,672,0,1497,0.0,0.0,2,0,3,1,3,5,0,0,15.0,1.0,672.0,3,3,272,0,0,0,0,0,0,0,5,2008,157000,2,1497,2.1,927.0,1,272,15,22455,5329,451584,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
843,2873,910200020,50.0,7288,1,5,6,68,1950,0.0,3,3,3,3,3,305.0,1,0.0,671.0,976.0,3,0,976,0,0,976,1.0,0.0,1,0,2,1,3,5,0,0,77.0,1.0,215.0,3,3,160,0,0,0,0,0,0,0,8,2006,102000,1,976,1.7000000000000002,915.0,1,160,14,13664,4624,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
844,924,909277100,80.0,13360,1,5,7,89,2006,0.0,3,4,4,3,5,713.0,1,0.0,163.0,876.0,5,1,964,0,0,964,1.0,0.0,1,0,2,1,3,5,0,0,98.0,2.0,432.0,3,3,0,0,44,0,0,0,0,0,8,2009,163500,5,964,1.7000000000000002,3565.0,1,0,15,14460,7921,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
845,844,907180130,78.0,10335,1,7,5,11,1999,183.0,4,3,4,3,6,679.0,1,0.0,811.0,1490.0,5,1,1501,0,0,1501,1.0,0.0,2,0,3,1,4,6,0,0,20.0,2.0,577.0,3,3,144,29,0,0,0,0,0,0,6,2009,204000,5,1501,2.75,4074.0,1,173,19,28519,121,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1
846,901,908275110,70.0,11767,1,5,5,54,1956,259.0,3,3,3,3,3,546.0,1,0.0,604.0,1150.0,5,1,1560,0,0,1560,0.0,0.0,1,0,2,1,3,7,1,3,63.0,1.0,313.0,3,3,0,0,0,0,0,0,0,0,5,2009,103500,2,1560,1.05,1638.0,1,0,14,21840,2916,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1
847,2195,909176080,60.0,10896,1,6,7,96,1995,0.0,2,3,3,2,2,256.0,1,0.0,1184.0,1440.0,5,1,1440,1440,515,3395,0.0,0.0,2,0,8,2,2,14,0,0,0.0,0.0,0.0,0,0,0,110,0,0,0,0,0,0,3,2007,200000,2,2880,2.1,512.0,1,110,13,37440,9216,2073600,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0
848,2081,905475270,60.0,5400,1,5,5,52,1958,0.0,3,3,3,3,3,453.0,1,0.0,411.0,864.0,3,1,864,0,0,864,0.0,1.0,1,0,3,1,3,6,0,0,61.0,1.0,399.0,3,3,0,0,0,0,0,0,0,0,5,2007,118000,2,864,1.25,1359.0,1,0,14,12096,2704,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
849,2774,907175030,70.0,9100,1,7,5,10,2000,244.0,4,3,4,3,6,1400.0,1,0.0,125.0,1525.0,5,1,1525,0,0,1525,1.0,0.0,2,0,3,1,4,6,0,0,19.0,2.0,541.0,3,3,219,36,0,0,0,0,0,0,9,2006,235000,5,1525,2.75,8400.0,1,255,19,28975,100,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1
850,2573,535151130,70.0,7728,1,5,6,48,1962,120.0,3,3,3,3,5,803.0,1,0.0,303.0,1106.0,3,1,1190,0,0,1190,1.0,0.0,1,0,3,1,3,6,0,0,57.0,2.0,540.0,3,3,0,18,0,0,0,0,0,0,5,2006,132500,3,1190,1.7000000000000002,4015.0,1,18,14,16660,2304,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
851,1793,528445070,75.0,8778,1,8,5,4,2006,0.0,4,3,4,3,1,0.0,1,0.0,1302.0,1302.0,5,1,1302,528,0,1830,0.0,0.0,2,1,3,1,4,7,0,0,13.0,3.0,859.0,3,3,0,40,0,0,0,0,0,0,3,2007,221300,6,1830,2.6,0.0,0,40,20,36600,16,278784,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1
852,882,907414020,63.0,8487,1,7,5,6,2004,210.0,4,3,4,3,6,20.0,1,0.0,1480.0,1500.0,5,1,1500,0,0,1500,0.0,0.0,2,0,3,1,4,6,0,0,15.0,2.0,570.0,3,3,192,36,0,0,0,0,0,0,8,2009,190000,5,1500,2.1,120.0,1,228,19,28500,36,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1
853,2791,907252050,71.0845983453478,9930,1,7,5,8,2002,199.0,4,3,4,3,6,456.0,1,0.0,370.0,826.0,5,1,878,884,0,1762,0.0,0.0,2,1,3,1,4,6,0,0,17.0,2.0,591.0,3,3,320,54,0,0,0,0,0,0,7,2006,222000,5,1762,2.6,2736.0,1,374,19,33478,64,781456,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1
854,297,909428280,100.0,17500,1,7,8,51,2002,0.0,4,4,4,3,6,1406.0,1,0.0,496.0,1902.0,3,1,1902,0,0,1902,1.0,0.0,2,0,3,1,5,7,2,3,60.0,2.0,567.0,3,3,0,207,162,0,0,0,0,0,5,2010,335000,5,1902,2.75,8436.0,1,207,20,38040,2601,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
855,509,528431070,78.0,10206,1,8,5,2,2008,294.0,4,3,4,3,1,0.0,1,0.0,1614.0,1614.0,5,1,1658,0,0,1658,0.0,0.0,2,1,3,1,4,7,1,4,11.0,3.0,726.0,3,3,144,44,0,0,0,0,0,0,9,2009,257500,6,1658,2.6,0.0,0,188,20,33160,4,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1
856,1115,528429080,75.0,14587,1,9,5,2,2008,284.0,4,3,4,3,1,0.0,1,0.0,1498.0,1498.0,5,1,1506,0,0,1506,0.0,0.0,2,0,2,1,5,6,1,4,11.0,2.0,592.0,3,3,0,174,0,0,0,0,0,0,8,2008,264132,6,1506,2.1,0.0,0,174,22,33132,4,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1
857,773,905105190,65.0,7800,1,5,7,43,2004,89.0,3,3,3,3,5,450.0,1,0.0,414.0,864.0,5,1,899,0,0,899,0.0,0.0,1,0,3,1,4,5,0,0,52.0,1.0,288.0,3,3,64,0,0,0,0,0,0,0,6,2009,130000,3,899,1.05,2250.0,1,64,15,13485,1849,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1
858,732,903202170,50.0,4960,1,5,7,80,1982,0.0,3,3,3,3,1,0.0,1,0.0,297.0,297.0,5,1,1001,653,0,1654,0.0,0.0,2,0,3,1,3,7,1,4,64.0,1.0,336.0,3,3,244,60,0,0,0,0,0,0,5,2009,137000,2,1654,2.1,0.0,0,304,14,23156,6400,426409,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
859,1552,910206110,60.0,7392,1,5,7,80,1995,0.0,3,3,3,3,1,0.0,1,0.0,520.0,520.0,3,1,912,0,0,912,0.0,0.0,1,0,2,1,3,5,0,0,85.0,1.0,360.0,3,3,0,90,0,0,0,0,0,0,5,2008,99500,1,912,1.05,0.0,0,90,14,12768,6400,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0
860,226,905107110,64.16300228301712,7424,1,5,5,32,1978,0.0,3,3,4,3,6,1319.0,1,0.0,0.0,1319.0,3,1,1373,0,0,1373,1.0,0.0,1,0,3,1,3,5,2,3,41.0,2.0,591.0,3,3,0,0,0,0,0,0,0,0,5,2010,160250,3,1373,1.7000000000000002,7914.0,1,0,15,20595,1024,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
861,2830,908188120,24.0,2522,1,7,5,6,2004,50.0,4,3,4,3,1,0.0,1,0.0,970.0,970.0,5,1,970,739,0,1709,0.0,0.0,2,0,3,1,4,7,0,0,15.0,2.0,380.0,3,3,0,40,0,0,0,0,0,0,5,2006,130000,2,1709,2.1,0.0,0,40,19,32471,36,546121,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
862,2238,910202030,46.0,3672,1,5,7,88,1950,0.0,3,3,3,3,1,0.0,1,0.0,816.0,816.0,5,1,816,0,0,816,0.0,0.0,1,0,2,1,3,5,0,0,97.0,1.0,100.0,2,2,0,0,96,0,0,0,0,0,9,2007,75200,1,816,1.05,0.0,0,0,14,11424,7744,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
863,982,923252075,62.0,7706,1,6,5,17,1996,0.0,3,4,4,3,3,114.0,6,270.0,0.0,384.0,5,1,1091,0,0,1091,0.0,1.0,1,0,2,1,3,5,0,0,26.0,1.0,429.0,3,3,280,0,0,0,0,0,0,700,8,2009,131250,4,1091,1.25,1962.0,1,280,16,17456,289,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
864,1265,535426350,79.36786514140911,12929,1,6,6,50,1993,276.0,3,3,3,3,6,697.0,1,0.0,384.0,1081.0,3,1,1081,0,0,1081,1.0,0.0,1,0,3,1,3,5,0,0,59.0,1.0,401.0,3,3,36,82,0,0,0,0,0,0,6,2008,148000,3,1081,1.7000000000000002,4182.0,1,118,15,16215,2500,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
865,559,532376070,69.38872444978873,9316,1,5,5,45,1965,0.0,3,3,3,3,3,544.0,1,0.0,480.0,1024.0,4,1,1020,0,0,1020,0.0,0.0,2,0,3,1,3,5,0,0,54.0,1.0,288.0,3,3,171,0,0,0,0,0,0,0,5,2009,124100,3,1020,2.1,1632.0,1,171,14,14280,2025,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
866,1203,534252090,77.1389233926857,12122,1,7,9,49,2007,210.0,5,3,3,3,5,867.0,1,0.0,77.0,944.0,4,1,999,0,0,999,1.0,0.0,1,0,3,1,5,6,0,0,58.0,2.0,588.0,3,3,144,76,0,0,0,0,0,0,7,2008,178400,3,999,1.7000000000000002,4335.0,1,220,20,19980,2401,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
867,2083,905476160,42.0,7711,1,4,3,33,1977,0.0,3,3,4,3,6,1440.0,1,0.0,0.0,1440.0,3,1,1440,0,0,1440,2.0,0.0,2,0,4,2,3,8,0,0,0.0,0.0,0.0,0,0,321,0,0,0,0,0,0,0,8,2007,150000,2,1440,3.4000000000000004,8640.0,1,321,14,20160,1089,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
868,2130,907187060,43.0,12352,1,7,5,12,1999,290.0,4,3,4,3,6,638.0,1,0.0,215.0,853.0,5,1,853,900,0,1753,1.0,0.0,2,1,3,1,3,7,1,2,21.0,2.0,534.0,3,3,0,74,0,0,0,0,0,0,3,2007,217000,5,1753,3.25,3828.0,1,74,18,31554,144,810000,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1
869,2455,528429060,75.0,12447,1,8,5,5,2006,192.0,4,3,4,4,1,0.0,1,0.0,1100.0,1100.0,5,1,1116,848,0,1964,0.0,0.0,2,1,3,1,4,8,1,4,14.0,2.0,760.0,3,3,200,70,0,0,0,0,0,0,1,2006,252000,6,1964,2.6,0.0,0,270,20,39280,25,719104,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1
870,535,531363030,63.0,7500,1,7,5,4,2006,0.0,4,3,4,4,6,54.0,1,0.0,1087.0,1141.0,5,1,1141,0,0,1141,1.0,0.0,1,1,3,1,4,6,0,0,13.0,2.0,484.0,3,3,182,0,0,0,0,0,0,0,6,2009,152000,4,1141,2.2,324.0,1,182,19,21679,16,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1
871,2019,903233140,51.0,6120,1,7,8,81,2001,0.0,3,3,3,3,1,0.0,1,0.0,832.0,832.0,5,1,854,0,0,854,0.0,0.0,1,0,2,1,3,5,0,0,28.0,2.0,576.0,3,3,48,112,0,0,0,0,0,0,7,2007,132000,2,854,1.05,0.0,0,160,16,13664,6561,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0
872,2655,902206090,56.0,9576,1,6,7,65,1950,0.0,3,3,2,3,3,310.0,1,0.0,460.0,770.0,3,1,885,297,0,1182,0.0,0.0,1,1,3,1,3,5,0,0,74.0,1.0,378.0,2,3,0,0,0,0,0,0,0,0,5,2006,120000,1,1182,1.55,930.0,1,0,14,16548,4225,88209,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1
873,2391,528120140,82.0,9942,1,9,5,5,2006,385.0,5,3,5,4,6,1290.0,1,0.0,316.0,1606.0,5,1,1625,466,0,2091,1.0,0.0,2,1,3,1,5,8,1,4,14.0,2.0,521.0,3,3,194,84,0,0,0,0,0,0,5,2006,338500,7,2091,3.25,7740.0,1,278,24,50184,25,217156,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
874,154,535325400,65.0,7898,1,4,7,90,1994,0.0,3,3,3,3,1,0.0,1,0.0,576.0,576.0,4,1,985,0,0,985,0.0,1.0,1,0,2,1,3,4,0,0,30.0,2.0,676.0,3,3,0,0,0,0,0,0,0,0,4,2010,105000,3,985,1.25,0.0,0,0,13,12805,8100,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
875,999,527107210,57.0,21872,1,7,5,14,1997,0.0,3,3,4,3,6,604.0,1,0.0,125.0,729.0,5,1,729,717,0,1446,0.0,1.0,2,1,3,1,3,6,1,3,23.0,2.0,406.0,3,3,264,22,0,0,0,0,0,0,8,2008,175000,4,1446,2.8000000000000003,3624.0,1,286,17,24582,196,514089,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
876,1400,905352030,83.0,10005,1,7,5,33,1977,299.0,3,3,4,3,4,392.0,1,0.0,768.0,1160.0,5,1,1156,866,0,2022,0.0,0.0,2,1,4,1,3,8,1,3,42.0,2.0,505.0,3,3,288,117,0,0,0,0,0,0,3,2008,192000,6,2022,2.6,1568.0,1,405,17,34374,1089,749956,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1
877,2807,907401080,41.0,12393,1,7,5,6,2005,0.0,4,3,4,3,1,0.0,1,0.0,847.0,847.0,5,1,847,1101,0,1948,0.0,0.0,2,1,4,1,4,8,1,4,15.0,2.0,434.0,3,3,100,48,0,0,0,0,0,0,9,2006,195000,5,1948,2.6,0.0,0,148,19,37012,36,1212201,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1
878,516,528456220,75.0,9000,1,8,5,2,2008,0.0,4,3,4,3,1,0.0,1,0.0,768.0,768.0,5,1,786,804,0,1590,0.0,0.0,2,1,3,1,4,6,0,0,11.0,2.0,676.0,3,3,0,30,0,0,0,0,0,0,6,2009,210000,6,1590,2.6,0.0,0,30,20,31800,4,646416,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1
879,1753,528250070,63.0,7875,1,7,5,7,2003,16.0,4,3,4,3,1,0.0,1,0.0,847.0,847.0,5,1,847,1101,0,1948,0.0,0.0,2,1,4,1,4,8,1,4,16.0,2.0,434.0,3,3,0,48,0,0,0,0,0,0,7,2007,211000,4,1948,2.6,0.0,0,48,19,37012,49,1212201,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1
